year,month,day,price
2018,9,30,6626
2018,10,1,6611
2018,10,2,6525
2018,10,3,6510
2018,10,4,6593
2018,10,5,6635
2018,10,6,6594
2018,10,7,6615
2018,10,8,6673
2018,10,9,6656
2018,10,10,6631
2018,10,11,6252
2018,10,12,6298
2018,10,13,6332
2018,10,14,6339
2018,10,15,6752
2018,10,16,6759
2018,10,17,6740
2018,10,18,6618
2018,10,19,6528
2018,10,20,6588
2018,10,21,6590
2018,10,22,6581
2018,10,23,6553
2018,10,24,6565
2018,10,25,6528
2018,10,26,6538
2018,10,27,6505
2018,10,28,6489
2018,10,29,6344
2018,10,30,6330
2018,10,31,6371
2018,11,1,6410
2018,11,2,6433
2018,11,3,6387
2018,11,4,6485
2018,11,5,6468
2018,11,6,6519
2018,11,7,6578
2018,11,8,6479
2018,11,9,6419
2018,11,10,6433
2018,11,11,6449
2018,11,12,6453
2018,11,13,6457
2018,11,14,5922
2018,11,15,5753
2018,11,16,5655
2018,11,17,5628
2018,11,18,5662
2018,11,19,4910
2018,11,20,4558
2018,11,21,4661
2018,11,22,4370
2018,11,23,4420
2018,11,24,3932
2018,11,25,4085
2018,11,26,3862
2018,11,27,3875
2018,11,28,4264
2018,11,29,4295
2018,11,30,4041
2018,12,1,4190
2018,12,2,4161
2018,12,3,3884
2018,12,4,3951
2018,12,5,3769
2018,12,6,3508
2018,12,7,3403
2018,12,8,3410
2018,12,9,3545
2018,12,10,3432
2018,12,11,3380
2018,12,12,3445
2018,12,13,3302
2018,12,14,3224
2018,12,15,3211
2018,12,16,3228
2018,12,17,3509
2018,12,18,3652
2018,12,19,3662
2018,12,20,4049
2018,12,21,3838
2018,12,22,3948
2018,12,23,3929
2018,12,24,4008
2018,12,25,3745
2018,12,26,3777
2018,12,27,3567
2018,12,28,3839
2018,12,29,3695
2018,12,30,3801
2018,12,31,3702
