year,month,day,price
2020,1,1,7200
2020,1,2,6965
2020,1,3,7344
2020,1,4,7354
2020,1,5,7358
2020,1,6,7758
2020,1,7,8145
2020,1,8,8055
2020,1,9,7817
2020,1,10,8197
2020,1,11,8020
2020,1,12,8184
2020,1,13,8110
2020,1,14,8810
2020,1,15,8821
2020,1,16,8720
2020,1,17,8913
2020,1,18,8915
2020,1,19,8701
2020,1,20,8642
2020,1,21,8736
2020,1,22,8682
2020,1,23,8404
2020,1,24,8439
2020,1,25,8340
2020,1,26,8615
2020,1,27,8907
2020,1,28,9374
2020,1,29,9301
2020,1,30,9513
2020,1,31,9352
2020,2,1,9384
2020,2,2,9331
2020,2,3,9292
2020,2,4,9197
2020,2,5,9612
2020,2,6,9772
2020,2,7,9813
2020,2,8,9895
2020,2,9,10151
2020,2,10,9851
2020,2,11,10223
2020,2,12,10326
2020,2,13,10229
2020,2,14,10344
2020,2,15,9904
2020,2,16,9917
2020,2,17,9706
2020,2,18,10164
2020,2,19,9593
2020,2,20,9596
2020,2,21,9677
2020,2,22,9650
2020,2,23,9936
2020,2,24,9656
2020,2,25,9315
2020,2,26,8785
2020,2,27,8823
2020,2,28,8692
2020,2,29,8523
2020,3,1,8531
2020,3,2,8915
2020,3,3,8760
2020,3,4,8750
2020,3,5,9054
2020,3,6,9131
2020,3,7,8886
2020,3,8,8033
2020,3,9,7929
2020,3,10,7894
2020,3,11,7934
2020,3,12,4800
2020,3,13,5578
2020,3,14,5172
2020,3,15,5361
2020,3,16,5028
2020,3,17,5312
2020,3,18,5393
2020,3,19,6162
2020,3,20,6208
2020,3,21,6186
2020,3,22,5816
2020,3,23,6467
2020,3,24,6744
2020,3,25,6677
2020,3,26,6737
2020,3,27,6359
2020,3,28,6236
2020,3,29,5881
2020,3,30,6394
2020,3,31,6410
2020,4,1,6642
2020,4,2,6794
2020,4,3,6734
2020,4,4,6856
2020,4,5,6772
2020,4,6,7329
2020,4,7,7197
2020,4,8,7361
2020,4,9,7283
2020,4,10,6858
2020,4,11,6876
2020,4,12,6903
2020,4,13,6837
2020,4,14,6868
2020,4,15,6621
2020,4,16,7101
2020,4,17,7027
2020,4,18,7248
2020,4,19,7120
2020,4,20,6826
2020,4,21,6841
2020,4,22,7125
2020,4,23,7482
2020,4,24,7505
2020,4,25,7538
2020,4,26,7693
2020,4,27,7774
2020,4,28,7738
2020,4,29,8778
2020,4,30,8620
2020,5,1,8826
2020,5,2,8972
2020,5,3,8894
2020,5,4,8871
2020,5,5,9021
2020,5,6,9142
2020,5,7,9986
2020,5,8,9800
2020,5,9,9539
2020,5,10,8722
2020,5,11,8561
2020,5,12,8810
2020,5,13,9309
2020,5,14,9791
2020,5,15,9316
2020,5,16,9381
2020,5,17,9680
2020,5,18,9733
2020,5,19,9775
2020,5,20,9511
2020,5,21,9068
2020,5,22,9170
2020,5,23,9179
2020,5,24,8720
2020,5,25,8900
2020,5,26,8841
2020,5,27,9204
2020,5,28,9575
2020,5,29,9427
2020,5,30,9697
2020,5,31,9448
2020,6,1,10200
2020,6,2,9518
2020,6,3,9666
2020,6,4,9789
2020,6,5,9621
2020,6,6,9666
2020,6,7,9746
2020,6,8,9782
2020,6,9,9772
2020,6,10,9885
2020,6,11,9280
2020,6,12,9465
2020,6,13,9473
2020,6,14,9342
2020,6,15,9426
2020,6,16,9525
2020,6,17,9465
2020,6,18,9386
2020,6,19,9310
2020,6,20,9358
2020,6,21,9294
2020,6,22,9685
2020,6,23,9624
2020,6,24,9296
2020,6,25,9249
2020,6,26,9162
2020,6,27,9012
2020,6,28,9116
2020,6,29,9192
2020,6,30,9138
2020,7,1,9232
2020,7,2,9086
2020,7,3,9058
2020,7,4,9135
2020,7,5,9069
2020,7,6,9344
2020,7,7,9257
2020,7,8,9436
2020,7,9,9232
2020,7,10,9288
2020,7,11,9234
2020,7,12,9302
2020,7,13,9242
2020,7,14,9255
2020,7,15,9197
2020,7,16,9133
2020,7,17,9154
2020,7,18,9170
2020,7,19,9208
2020,7,20,9160
2020,7,21,9390
2020,7,22,9518
2020,7,23,9603
2020,7,24,9537
2020,7,25,9700
2020,7,26,9931
2020,7,27,11029
2020,7,28,10906
2020,7,29,11100
2020,7,30,11099
2020,7,31,11335
2020,8,1,11801
2020,8,2,11071
2020,8,3,11219
2020,8,4,11191
2020,8,5,11744
2020,8,6,11762
2020,8,7,11594
2020,8,8,11761
2020,8,9,11681
2020,8,10,11892
2020,8,11,11392
2020,8,12,11564
2020,8,13,11780
2020,8,14,11760
2020,8,15,11852
2020,8,16,11911
2020,8,17,12281
2020,8,18,11945
2020,8,19,11754
2020,8,20,11853
2020,8,21,11531
2020,8,22,11662
2020,8,23,11648
2020,8,24,11748
2020,8,25,11318
2020,8,26,11461
2020,8,27,11330
2020,8,28,11526
2020,8,29,11465
2020,8,30,11711
2020,8,31,11649
2020,9,1,11921
2020,9,2,11388
2020,9,3,10140
2020,9,4,10446
2020,9,5,10166
2020,9,6,10256
2020,9,7,10373
2020,9,8,10126
2020,9,9,10219
2020,9,10,10336
2020,9,11,10387
2020,9,12,10440
2020,9,13,10332
2020,9,14,10671
2020,9,15,10785
2020,9,16,10954
2020,9,17,10939
2020,9,18,10933
2020,9,19,11080
2020,9,20,10920
2020,9,21,10417
2020,9,22,10529
2020,9,23,10241
2020,9,24,10736
2020,9,25,10686
2020,9,26,10728
2020,9,27,10774
2020,9,28,10696
2020,9,29,10840
2020,9,30,10776
2020,10,1,10619
2020,10,2,10570
2020,10,3,10542
2020,10,4,10666
2020,10,5,10792
2020,10,6,10599
2020,10,7,10666
2020,10,8,10925
2020,10,9,11050
2020,10,10,11293
2020,10,11,11369
2020,10,12,11528
2020,10,13,11420
2020,10,14,11417
2020,10,15,11505
2020,10,16,11319
2020,10,17,11360
2020,10,18,11503
2020,10,19,11751
2020,10,20,11909
2020,10,21,12780
2020,10,22,12968
2020,10,23,12923
2020,10,24,13111
2020,10,25,13028
2020,10,26,13052
2020,10,27,13636
2020,10,28,13266
2020,10,29,13455
2020,10,30,13560
2020,10,31,13791
2020,11,1,13761
2020,11,2,13549
2020,11,3,14023
2020,11,4,14144
2020,11,5,15590
2020,11,6,15579
2020,11,7,14818
2020,11,8,15475
2020,11,9,15328
2020,11,10,15297
2020,11,11,15684
2020,11,12,16291
2020,11,13,16320
2020,11,14,16070
2020,11,15,15957
2020,11,16,16713
2020,11,17,17659
2020,11,18,17776
2020,11,19,17802
2020,11,20,18655
2020,11,21,18703
2020,11,22,18414
2020,11,23,18368
2020,11,24,19160
2020,11,25,18719
2020,11,26,17149
2020,11,27,17139
2020,11,28,17719
2020,11,29,18184
2020,11,30,19695
2020,12,1,18764
2020,12,2,19204
2020,12,3,19421
2020,12,4,18650
2020,12,5,19147
2020,12,6,19359
2020,12,7,19166
2020,12,8,18324
2020,12,9,18541
2020,12,10,18254
2020,12,11,18036
2020,12,12,18808
2020,12,13,19174
2020,12,14,19273
2020,12,15,19426
2020,12,16,21335
2020,12,17,22797
2020,12,18,23107
2020,12,19,23821
2020,12,20,23455
2020,12,21,22719
2020,12,22,23810
2020,12,23,23232
2020,12,24,23729
2020,12,25,24712
2020,12,26,26493
2020,12,27,26281
2020,12,28,27079
2020,12,29,27385
2020,12,30,28875
2020,12,31,28923
