timestamp,date,year,month,day,hour,minute,price
1556668800000,2019-05-01,2019,5,1,0,0,5383.2
1556755200000,2019-05-02,2019,5,2,0,0,5492.87
1556841600000,2019-05-03,2019,5,3,0,0,5772.69
1556928000000,2019-05-04,2019,5,4,0,0,5829.45
1557014400000,2019-05-05,2019,5,5,0,0,5775.62
1557100800000,2019-05-06,2019,5,6,0,0,5747.79
1557187200000,2019-05-07,2019,5,7,0,0,5846.34
1557273600000,2019-05-08,2019,5,8,0,0,5987.29
1557360000000,2019-05-09,2019,5,9,0,0,6209.18
1557446400000,2019-05-10,2019,5,10,0,0,6373.33
1557532800000,2019-05-11,2019,5,11,0,0,7076.22
1557619200000,2019-05-12,2019,5,12,0,0,6967.31
1557705600000,2019-05-13,2019,5,13,0,0,7790.71
1557792000000,2019-05-14,2019,5,14,0,0,7947.56
1557878400000,2019-05-15,2019,5,15,0,0,8169.87
1557964800000,2019-05-16,2019,5,16,0,0,7866.59
1558051200000,2019-05-17,2019,5,17,0,0,7355.26
1558137600000,2019-05-18,2019,5,18,0,0,7257.45
1558224000000,2019-05-19,2019,5,19,0,0,8148.48
1558310400000,2019-05-20,2019,5,20,0,0,7938.15
1558396800000,2019-05-21,2019,5,21,0,0,7904.87
1558483200000,2019-05-22,2019,5,22,0,0,7628.43
1558569600000,2019-05-23,2019,5,23,0,0,7851.51
1558656000000,2019-05-24,2019,5,24,0,0,7964.87
1558742400000,2019-05-25,2019,5,25,0,0,8025.41
1558828800000,2019-05-26,2019,5,26,0,0,8614.43
1558915200000,2019-05-27,2019,5,27,0,0,8756.32
1559001600000,2019-05-28,2019,5,28,0,0,8715.64
1559088000000,2019-05-29,2019,5,29,0,0,8645.68
1559174400000,2019-05-30,2019,5,30,0,0,8269.54
1559260800000,2019-05-31,2019,5,31,0,0,8555.0
