year,month,day,price
2022,8,1,23268
2022,8,2,22987
2022,8,3,22818
2022,8,4,22622
2022,8,5,23312
2022,8,6,22954
2022,8,7,23174
2022,8,8,23810
2022,8,9,23149
2022,8,10,23954
2022,8,11,23934
2022,8,12,24403
2022,8,13,24441
2022,8,14,24305
2022,8,15,24094
2022,8,16,23854
2022,8,17,23342
2022,8,18,23191
2022,8,19,20834
2022,8,20,21140
2022,8,21,21515
2022,8,22,21399
2022,8,23,21529
2022,8,24,21368
2022,8,25,21559
2022,8,26,20241
2022,8,27,20037
2022,8,28,19555
2022,8,29,20285
2022,8,30,19811
2022,8,31,20050
