timestamp,date,year,month,day,hour,minute,price
1685577600000,2023-06-01,2023,6,1,0,0,26817.93
1685664000000,2023-06-02,2023,6,2,0,0,27242.59
1685750400000,2023-06-03,2023,6,3,0,0,27069.22
1685836800000,2023-06-04,2023,6,4,0,0,27115.21
1685923200000,2023-06-05,2023,6,5,0,0,25728.2
1686009600000,2023-06-06,2023,6,6,0,0,27230.08
1686096000000,2023-06-07,2023,6,7,0,0,26339.34
1686182400000,2023-06-08,2023,6,8,0,0,26498.61
1686268800000,2023-06-09,2023,6,9,0,0,26477.81
1686355200000,2023-06-10,2023,6,10,0,0,25841.21
1686441600000,2023-06-11,2023,6,11,0,0,25925.55
1686528000000,2023-06-12,2023,6,12,0,0,25905.19
1686614400000,2023-06-13,2023,6,13,0,0,25934.25
1686700800000,2023-06-14,2023,6,14,0,0,25128.6
1686787200000,2023-06-15,2023,6,15,0,0,25598.49
1686873600000,2023-06-16,2023,6,16,0,0,26345.0
1686960000000,2023-06-17,2023,6,17,0,0,26516.99
1687046400000,2023-06-18,2023,6,18,0,0,26339.97
1687132800000,2023-06-19,2023,6,19,0,0,26844.35
1687219200000,2023-06-20,2023,6,20,0,0,28307.99
1687305600000,2023-06-21,2023,6,21,0,0,29993.89
1687392000000,2023-06-22,2023,6,22,0,0,29884.92
1687478400000,2023-06-23,2023,6,23,0,0,30688.5
1687564800000,2023-06-24,2023,6,24,0,0,30527.43
1687651200000,2023-06-25,2023,6,25,0,0,30462.66
1687737600000,2023-06-26,2023,6,26,0,0,30267.99
1687824000000,2023-06-27,2023,6,27,0,0,30692.44
1687910400000,2023-06-28,2023,6,28,0,0,30077.41
1687996800000,2023-06-29,2023,6,29,0,0,30447.31
1688083200000,2023-06-30,2023,6,30,0,0,30472.0
