timestamp,date,year,month,day,hour,minute,price
1519862400000,2018-03-01,2018,3,1,0,0,10920.0
1519948800000,2018-03-02,2018,3,2,0,0,11039.0
1520035200000,2018-03-03,2018,3,3,0,0,11464.48
1520121600000,2018-03-04,2018,3,4,0,0,11515.0
1520208000000,2018-03-05,2018,3,5,0,0,11454.0
1520294400000,2018-03-06,2018,3,6,0,0,10716.48
1520380800000,2018-03-07,2018,3,7,0,0,9910.0
1520467200000,2018-03-08,2018,3,8,0,0,9271.64
1520553600000,2018-03-09,2018,3,9,0,0,9227.0
1520640000000,2018-03-10,2018,3,10,0,0,8770.22
1520726400000,2018-03-11,2018,3,11,0,0,9533.57
1520812800000,2018-03-12,2018,3,12,0,0,9131.34
1520899200000,2018-03-13,2018,3,13,0,0,9150.0
1520985600000,2018-03-14,2018,3,14,0,0,8170.0
1521072000000,2018-03-15,2018,3,15,0,0,8240.98
1521158400000,2018-03-16,2018,3,16,0,0,8260.0
1521244800000,2018-03-17,2018,3,17,0,0,7824.8
1521331200000,2018-03-18,2018,3,18,0,0,8189.99
1521417600000,2018-03-19,2018,3,19,0,0,8600.0
1521504000000,2018-03-20,2018,3,20,0,0,8909.98
1521590400000,2018-03-21,2018,3,21,0,0,8885.0
1521676800000,2018-03-22,2018,3,22,0,0,8722.9
1521763200000,2018-03-23,2018,3,23,0,0,8898.03
1521849600000,2018-03-24,2018,3,24,0,0,8546.86
1521936000000,2018-03-25,2018,3,25,0,0,8470.15
1522022400000,2018-03-26,2018,3,26,0,0,8134.23
1522108800000,2018-03-27,2018,3,27,0,0,7795.51
1522195200000,2018-03-28,2018,3,28,0,0,7949.3
1522281600000,2018-03-29,2018,3,29,0,0,7090.14
1522368000000,2018-03-30,2018,3,30,0,0,6840.23
1522454400000,2018-03-31,2018,3,31,0,0,6923.91
