year,month,day,price
2017,10,1,4378
2017,10,2,4380
2017,10,3,4310
2017,10,4,4208
2017,10,5,4292
2017,10,6,4369
2017,10,7,4423
2017,10,8,4640
2017,10,9,4786
2017,10,10,4783
2017,10,11,4821
2017,10,12,5430
2017,10,13,5649
2017,10,14,5869
2017,10,15,5709
2017,10,16,5760
2017,10,17,5595
2017,10,18,5512
2017,10,19,5683
2017,10,20,6010
2017,10,21,6024
2017,10,22,5950
2017,10,23,5915
2017,10,24,5477
2017,10,25,5689
2017,10,26,5861
2017,10,27,5768
2017,10,28,5719
2017,10,29,6169
2017,10,30,6120
2017,10,31,6463
