year,month,day,price
2021,11,1,60911
2021,11,2,63219
2021,11,3,62896
2021,11,4,61395
2021,11,5,60937
2021,11,6,61470
2021,11,7,63273
2021,11,8,67525
2021,11,9,66947
2021,11,10,64882
2021,11,11,64774
2021,11,12,64122
2021,11,13,64380
2021,11,14,65519
2021,11,15,63606
2021,11,16,60058
2021,11,17,60344
2021,11,18,56891
2021,11,19,58052
2021,11,20,59707
2021,11,21,58622
2021,11,22,56247
2021,11,23,57541
2021,11,24,57138
2021,11,25,58960
2021,11,26,53726
2021,11,27,54721
2021,11,28,57274
2021,11,29,57776
2021,11,30,56950
