timestamp,date,year,month,day,hour,minute,price
1522540800000,2018-04-01,2018,4,1,0,0,6813.01
1522627200000,2018-04-02,2018,4,2,0,0,7056.0
1522713600000,2018-04-03,2018,4,3,0,0,7405.21
1522800000000,2018-04-04,2018,4,4,0,0,6796.1
1522886400000,2018-04-05,2018,4,5,0,0,6770.76
1522972800000,2018-04-06,2018,4,6,0,0,6601.39
1523059200000,2018-04-07,2018,4,7,0,0,6895.8
1523145600000,2018-04-08,2018,4,8,0,0,7018.0
1523232000000,2018-04-09,2018,4,9,0,0,6782.72
1523318400000,2018-04-10,2018,4,10,0,0,6843.9
1523404800000,2018-04-11,2018,4,11,0,0,6953.79
1523491200000,2018-04-12,2018,4,12,0,0,7923.0
1523577600000,2018-04-13,2018,4,13,0,0,7877.41
1523664000000,2018-04-14,2018,4,14,0,0,7999.01
1523750400000,2018-04-15,2018,4,15,0,0,8355.0
1523836800000,2018-04-16,2018,4,16,0,0,8064.92
1523923200000,2018-04-17,2018,4,17,0,0,7885.02
1524009600000,2018-04-18,2018,4,18,0,0,8173.0
1524096000000,2018-04-19,2018,4,19,0,0,8278.0
1524182400000,2018-04-20,2018,4,20,0,0,8856.98
1524268800000,2018-04-21,2018,4,21,0,0,8915.31
1524355200000,2018-04-22,2018,4,22,0,0,8787.02
1524441600000,2018-04-23,2018,4,23,0,0,8934.01
1524528000000,2018-04-24,2018,4,24,0,0,9619.99
1524614400000,2018-04-25,2018,4,25,0,0,8869.99
1524700800000,2018-04-26,2018,4,26,0,0,9266.0
1524787200000,2018-04-27,2018,4,27,0,0,8915.35
1524873600000,2018-04-28,2018,4,28,0,0,9348.0
1524960000000,2018-04-29,2018,4,29,0,0,9419.0
1525046400000,2018-04-30,2018,4,30,0,0,9246.01
