timestamp,date,year,month,day,hour,minute,price
1630454400000,2021-09-01,2021,9,1,0,0,48810.52
1630540800000,2021-09-02,2021,9,2,0,0,49246.64
1630627200000,2021-09-03,2021,9,3,0,0,49999.14
1630713600000,2021-09-04,2021,9,4,0,0,49915.64
1630800000000,2021-09-05,2021,9,5,0,0,51756.88
1630886400000,2021-09-06,2021,9,6,0,0,52663.9
1630972800000,2021-09-07,2021,9,7,0,0,46863.73
1631059200000,2021-09-08,2021,9,8,0,0,46048.31
1631145600000,2021-09-09,2021,9,9,0,0,46395.14
1631232000000,2021-09-10,2021,9,10,0,0,44850.91
1631318400000,2021-09-11,2021,9,11,0,0,45173.69
1631404800000,2021-09-12,2021,9,12,0,0,46025.24
1631491200000,2021-09-13,2021,9,13,0,0,44940.73
1631577600000,2021-09-14,2021,9,14,0,0,47111.52
1631664000000,2021-09-15,2021,9,15,0,0,48121.41
1631750400000,2021-09-16,2021,9,16,0,0,47737.82
1631836800000,2021-09-17,2021,9,17,0,0,47299.98
1631923200000,2021-09-18,2021,9,18,0,0,48292.74
1632009600000,2021-09-19,2021,9,19,0,0,47241.75
1632096000000,2021-09-20,2021,9,20,0,0,43015.62
1632182400000,2021-09-21,2021,9,21,0,0,40734.38
1632268800000,2021-09-22,2021,9,22,0,0,43543.61
1632355200000,2021-09-23,2021,9,23,0,0,44865.26
1632441600000,2021-09-24,2021,9,24,0,0,42810.57
1632528000000,2021-09-25,2021,9,25,0,0,42670.64
1632614400000,2021-09-26,2021,9,26,0,0,43160.9
1632700800000,2021-09-27,2021,9,27,0,0,42147.35
1632787200000,2021-09-28,2021,9,28,0,0,41026.54
1632873600000,2021-09-29,2021,9,29,0,0,41524.28
1632960000000,2021-09-30,2021,9,30,0,0,43824.1
