year,month,day,price
2019,1,1,3797
2019,1,2,3858
2019,1,3,3766
2019,1,4,3792
2019,1,5,3770
2019,1,6,3987
2019,1,7,3975
2019,1,8,3955
2019,1,9,3966
2019,1,10,3585
2019,1,11,3601
2019,1,12,3583
2019,1,13,3476
2019,1,14,3626
2019,1,15,3553
2019,1,16,3591
2019,1,17,3616
2019,1,18,3594
2019,1,19,3665
2019,1,20,3539
2019,1,21,3526
2019,1,22,3570
2019,1,23,3552
2019,1,24,3569
2019,1,25,3565
2019,1,26,3565
2019,1,27,3550
2019,1,28,3434
2019,1,29,3411
2019,1,30,3458
2019,1,31,3434
2019,2,1,3462
2019,2,2,3504
2019,2,3,3458
2019,2,4,3463
2019,2,5,3471
2019,2,6,3405
2019,2,7,3398
2019,2,8,3659
2019,2,9,3665
2019,2,10,3680
2019,2,11,3631
2019,2,12,3631
2019,2,13,3609
2019,2,14,3590
2019,2,15,3602
2019,2,16,3618
2019,2,17,3667
2019,2,18,3898
2019,2,19,3907
2019,2,20,3969
2019,2,21,3937
2019,2,22,3962
2019,2,23,4117
2019,2,24,3743
2019,2,25,3827
2019,2,26,3809
2019,2,27,3818
2019,2,28,3813
2019,3,1,3823
2019,3,2,3819
2019,3,3,3807
2019,3,4,3715
2019,3,5,3857
2019,3,6,3861
2019,3,7,3873
2019,3,8,3864
2019,3,9,3943
2019,3,10,3916
2019,3,11,3871
2019,3,12,3882
2019,3,13,3866
2019,3,14,3877
2019,3,15,3923
2019,3,16,4005
2019,3,17,3981
2019,3,18,3987
2019,3,19,4015
2019,3,20,4043
2019,3,21,3980
2019,3,22,3986
2019,3,23,4006
2019,3,24,3992
2019,3,25,3936
2019,3,26,3948
2019,3,27,4038
2019,3,28,4027
2019,3,29,4103
2019,3,30,4106
2019,3,31,4103
2019,4,1,4144
2019,4,2,4857
2019,4,3,4932
2019,4,4,4898
2019,4,5,5004
2019,4,6,5043
2019,4,7,5170
2019,4,8,5236
2019,4,9,5150
2019,4,10,5308
2019,4,11,5017
2019,4,12,5048
2019,4,13,5045
2019,4,14,5131
2019,4,15,5024
2019,4,16,5173
2019,4,17,5202
2019,4,18,5258
2019,4,19,5258
2019,4,20,5291
2019,4,21,5256
2019,4,22,5357
2019,4,23,5493
2019,4,24,5415
2019,4,25,5219
2019,4,26,5314
2019,4,27,5295
2019,4,28,5307
2019,4,29,5238
2019,4,30,5320
2019,5,1,5383
2019,5,2,5492
2019,5,3,5772
2019,5,4,5829
2019,5,5,5775
2019,5,6,5747
2019,5,7,5846
2019,5,8,5987
2019,5,9,6209
2019,5,10,6373
2019,5,11,7076
2019,5,12,6967
2019,5,13,7790
2019,5,14,7947
2019,5,15,8169
2019,5,16,7866
2019,5,17,7355
2019,5,18,7257
2019,5,19,8148
2019,5,20,7938
2019,5,21,7904
2019,5,22,7628
2019,5,23,7851
2019,5,24,7964
2019,5,25,8025
2019,5,26,8614
2019,5,27,8756
2019,5,28,8715
2019,5,29,8645
2019,5,30,8269
2019,5,31,8555
2019,6,1,8544
2019,6,2,8725
2019,6,3,8115
2019,6,4,7687
2019,6,5,7776
2019,6,6,7786
2019,6,7,7980
2019,6,8,7893
2019,6,9,7628
2019,6,10,7982
2019,6,11,7884
2019,6,12,8127
2019,6,13,8218
2019,6,14,8650
2019,6,15,8808
2019,6,16,8953
2019,6,17,9313
2019,6,18,9081
2019,6,19,9255
2019,6,20,9517
2019,6,21,10159
2019,6,22,10729
2019,6,23,10906
2019,6,24,11056
2019,6,25,11820
2019,6,26,13093
2019,6,27,11329
2019,6,28,12400
2019,6,29,11903
2019,6,30,10854
2019,7,1,10624
2019,7,2,10842
2019,7,3,11940
2019,7,4,11145
2019,7,5,10970
2019,7,6,11256
2019,7,7,11406
2019,7,8,12238
2019,7,9,12543
2019,7,10,12108
2019,7,11,11342
2019,7,12,11757
2019,7,13,11355
2019,7,14,10174
2019,7,15,10838
2019,7,16,9439
2019,7,17,9667
2019,7,18,10627
2019,7,19,10504
2019,7,20,10740
2019,7,21,10589
2019,7,22,10340
2019,7,23,9864
2019,7,24,9763
2019,7,25,9879
2019,7,26,9824
2019,7,27,9476
2019,7,28,9541
2019,7,29,9507
2019,7,30,9574
2019,7,31,10080
2019,8,1,10374
2019,8,2,10523
2019,8,3,10816
2019,8,4,10929
2019,8,5,11828
2019,8,6,11481
2019,8,7,11975
2019,8,8,11999
2019,8,9,11879
2019,8,10,11309
2019,8,11,11549
2019,8,12,11396
2019,8,13,10892
2019,8,14,10050
2019,8,15,10293
2019,8,16,10331
2019,8,17,10216
2019,8,18,10306
2019,8,19,10915
2019,8,20,10760
2019,8,21,10142
2019,8,22,10099
2019,8,23,10389
2019,8,24,10134
2019,8,25,10142
2019,8,26,10372
2019,8,27,10185
2019,8,28,9721
2019,8,29,9498
2019,8,30,9584
2019,8,31,9587
2019,9,1,9724
2019,9,2,10340
2019,9,3,10615
2019,9,4,10567
2019,9,5,10564
2019,9,6,10298
2019,9,7,10455
2019,9,8,10381
2019,9,9,10303
2019,9,10,10098
2019,9,11,10158
2019,9,12,10415
2019,9,13,10342
2019,9,14,10335
2019,9,15,10302
2019,9,16,10251
2019,9,17,10187
2019,9,18,10156
2019,9,19,10244
2019,9,20,10168
2019,9,21,9986
2019,9,22,10028
2019,9,23,9702
2019,9,24,8493
2019,9,25,8430
2019,9,26,8063
2019,9,27,8177
2019,9,28,8198
2019,9,29,8043
2019,9,30,8289
2019,10,1,8292
2019,10,2,8359
2019,10,3,8223
2019,10,4,8137
2019,10,5,8126
2019,10,6,7854
2019,10,7,8190
2019,10,8,8168
2019,10,9,8560
2019,10,10,8558
2019,10,11,8258
2019,10,12,8300
2019,10,13,8275
2019,10,14,8348
2019,10,15,8159
2019,10,16,7991
2019,10,17,8070
2019,10,18,7947
2019,10,19,7948
2019,10,20,8223
2019,10,21,8197
2019,10,22,8020
2019,10,23,7466
2019,10,24,7412
2019,10,25,8655
2019,10,26,9230
2019,10,27,9529
2019,10,28,9205
2019,10,29,9407
2019,10,30,9154
2019,10,31,9140
2019,11,1,9231
2019,11,2,9289
2019,11,3,9194
2019,11,4,9393
2019,11,5,9308
2019,11,6,9339
2019,11,7,9216
2019,11,8,8773
2019,11,9,8809
2019,11,10,9039
2019,11,11,8733
2019,11,12,8821
2019,11,13,8777
2019,11,14,8646
2019,11,15,8471
2019,11,16,8491
2019,11,17,8502
2019,11,18,8187
2019,11,19,8133
2019,11,20,8098
2019,11,21,7627
2019,11,22,7268
2019,11,23,7311
2019,11,24,6903
2019,11,25,7109
2019,11,26,7156
2019,11,27,7508
2019,11,28,7419
2019,11,29,7739
2019,11,30,7541
2019,12,1,7390
2019,12,2,7294
2019,12,3,7292
2019,12,4,7194
2019,12,5,7389
2019,12,6,7527
2019,12,7,7488
2019,12,8,7510
2019,12,9,7338
2019,12,10,7224
2019,12,11,7210
2019,12,12,7198
2019,12,13,7258
2019,12,14,7064
2019,12,15,7118
2019,12,16,6891
2019,12,17,6623
2019,12,18,7277
2019,12,19,7150
2019,12,20,7187
2019,12,21,7132
2019,12,22,7501
2019,12,23,7317
2019,12,24,7255
2019,12,25,7204
2019,12,26,7202
2019,12,27,7254
2019,12,28,7316
2019,12,29,7388
2019,12,30,7246
2019,12,31,7195
