year,month,day,price
2022,11,1,20483
2022,11,2,20151
2022,11,3,20207
2022,11,4,21148
2022,11,5,21299
2022,11,6,20905
2022,11,7,20591
2022,11,8,18547
2022,11,9,15922
2022,11,10,17601
2022,11,11,17070
2022,11,12,16812
2022,11,13,16329
2022,11,14,16619
2022,11,15,16900
2022,11,16,16662
2022,11,17,16692
2022,11,18,16700
2022,11,19,16700
2022,11,20,16280
2022,11,21,15781
2022,11,22,16226
2022,11,23,16603
2022,11,24,16598
2022,11,25,16522
2022,11,26,16458
2022,11,27,16428
2022,11,28,16212
2022,11,29,16442
2022,11,30,17163
