year,month,day,price,price_shifted_1,price_shifted_2,price_shifted_3,price_shifted_10,price_shifted_50,price_shifted_100,price_shifted_200,cycle_year_0,cycle_year_1,cycle_year_2,cycle_year_3,last_halving,next_halving
2018,11,7,6578,6519,6468,6485,6489,6336,8173,8915,1,0,0,0,851,-551
2018,11,8,6479,6578,6519,6468,6344,6391,7730,8787,1,0,0,0,852,-550
2018,11,9,6419,6479,6578,6519,6330,6492,7604,8934,1,0,0,0,853,-549
2018,11,10,6433,6419,6479,6578,6371,6759,7525,9619,1,0,0,0,854,-548
2018,11,11,6449,6433,6419,6479,6410,6723,7418,8869,1,0,0,0,855,-547
2018,11,12,6453,6449,6433,6419,6433,6708,7009,9266,1,0,0,0,856,-546
2018,11,13,6457,6453,6449,6433,6387,6581,7024,8915,1,0,0,0,857,-545
2018,11,14,5922,6457,6453,6449,6485,6447,6934,9348,1,0,0,0,858,-544
2018,11,15,5753,5922,6457,6453,6468,6465,6720,9419,1,0,0,0,859,-543
2018,11,16,5655,5753,5922,6457,6519,6689,6285,9246,1,0,0,0,860,-542
2018,11,17,5628,5655,5753,5922,6578,6634,6529,9071,1,0,0,0,861,-541
2018,11,18,5662,5628,5655,5753,6479,6596,6144,9247,1,0,0,0,862,-540
2018,11,19,4910,5662,5628,5655,6419,6626,6232,9750,1,0,0,0,863,-539
2018,11,20,4558,4910,5662,5628,6433,6611,6308,9713,1,0,0,0,864,-538
2018,11,21,4661,4558,4910,5662,6449,6525,6246,9864,1,0,0,0,865,-537
2018,11,22,4370,4661,4558,4910,6453,6510,6188,9659,1,0,0,0,866,-536
2018,11,23,4420,4370,4661,4558,6457,6593,6267,9365,1,0,0,0,867,-535
2018,11,24,3932,4420,4370,4661,5922,6635,6311,9187,1,0,0,0,868,-534
2018,11,25,4085,3932,4420,4370,5753,6594,6584,9310,1,0,0,0,869,-533
2018,11,26,3862,4085,3932,4420,5655,6615,6387,9002,1,0,0,0,870,-532
2018,11,27,3875,3862,4085,3932,5628,6673,6477,8400,1,0,0,0,871,-531
2018,11,28,4264,3875,3862,4085,5662,6656,6254,8465,1,0,0,0,872,-530
2018,11,29,4295,4264,3875,3862,4910,6631,6480,8679,1,0,0,0,873,-529
2018,11,30,4041,4295,4264,3875,4558,6252,6360,8663,1,0,0,0,874,-528
2018,12,1,4190,4041,4295,4264,4661,6298,6525,8462,1,0,0,0,875,-527
2018,12,2,4161,4190,4041,4295,4370,6332,6681,8330,1,0,0,0,876,-526
2018,12,3,3884,4161,4190,4041,4420,6339,6733,8041,1,0,0,0,877,-525
2018,12,4,3951,3884,4161,4190,3932,6752,6700,8239,1,0,0,0,878,-524
2018,12,5,3769,3951,3884,4161,4085,6759,6908,8233,1,0,0,0,879,-523
2018,12,6,3508,3769,3951,3884,3862,6740,7076,8526,1,0,0,0,880,-522
2018,12,7,3403,3508,3769,3951,3875,6618,7031,8381,1,0,0,0,881,-521
2018,12,8,3410,3403,3508,3769,4264,6528,6984,7977,1,0,0,0,882,-520
2018,12,9,3545,3410,3403,3508,4295,6588,7011,7501,1,0,0,0,883,-519
2018,12,10,3432,3545,3410,3403,4041,6590,7200,7575,1,0,0,0,884,-518
2018,12,11,3380,3432,3545,3410,4190,6581,7302,7457,1,0,0,0,885,-517
2018,12,12,3445,3380,3432,3545,4161,6553,7263,7333,1,0,0,0,886,-516
2018,12,13,3302,3445,3380,3432,3884,6565,7359,7338,1,0,0,0,887,-515
2018,12,14,3224,3302,3445,3380,3951,6528,6700,7099,1,0,0,0,888,-514
2018,12,15,3211,3224,3302,3445,3769,6538,6516,7461,1,0,0,0,889,-513
2018,12,16,3228,3211,3224,3302,3508,6505,6395,7375,1,0,0,0,890,-512
2018,12,17,3509,3228,3211,3224,3403,6489,6185,7485,1,0,0,0,891,-511
2018,12,18,3652,3509,3228,3211,3410,6344,6250,7521,1,0,0,0,892,-510
2018,12,19,3662,3652,3509,3228,3545,6330,6312,7640,1,0,0,0,893,-509
2018,12,20,4049,3662,3652,3509,3432,6371,6294,7714,1,0,0,0,894,-508
2018,12,21,3838,4049,3662,3652,3380,6410,6338,7487,1,0,0,0,895,-507
2018,12,22,3948,3838,4049,3662,3445,6433,6487,7625,1,0,0,0,896,-506
2018,12,23,3929,3948,3838,4049,3302,6387,6476,7658,1,0,0,0,897,-505
